customer_id,customer_name,region,age,gender,acquisition_channel,city
CUST0837,Kiran Rao,North,61,Female,Organic Search,Delhi
CUST0838,Nisha Kumar,East,51,Female,Social Media,Bhubaneswar
CUST0839,Diya Iyer,West,49,Male,Referral,Ahmedabad
CUST0840,Saanvi Singh,East,20,Female,Paid Ads,Guwahati
CUST0841,Rahul Kapoor,West,20,Female,Paid Ads,Surat
CUST0842,Shreya Iyer,North,45,Male,Social Media,Lucknow
CUST0843,Deepak Singh,North,61,Male,Social Media,Chandigarh
CUST0844,Kiran Bose,West,32,Male,Social Media,Surat
CUST0845,Sanjay Kumar,North,58,Male,Email Campaign,Lucknow
CUST0846,Kavya Malhotra,West,40,Male,Email Campaign,Surat
CUST0847,Vivaan Reddy,South,57,Male,Email Campaign,Hyderabad
CUST0848,Arjun Rao,East,28,Male,Organic Search,Kolkata
CUST0849,Kavya Gupta,South,49,Female,Paid Ads,Hyderabad
CUST0850,Anil Desai,West,53,Female,Referral,Mumbai
