customer_id,recency,frequency,monetary,customer_name,region,city,age,gender,acquisition_channel,R_score,F_score,M_score,RFM_score,rfm_segment,cluster,cluster_segment
CUST0466,15,6,20833.94,Manish Nair,East,Kolkata,30,Female,Organic Search,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0467,432,1,1378.32,Ramesh Rao,South,Kochi,51,Male,Paid Ads,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0468,82,18,278783.64,Shreya Reddy,West,Mumbai,21,Female,Paid Ads,3,4,4,11,Champions,1,Champions
CUST0469,196,4,34926.44,Manish Sharma,North,Lucknow,45,Female,Social Media,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0470,233,4,27911.51,Vihaan Verma,South,Kochi,55,Male,Email Campaign,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0471,55,5,43096.93,Rohan Reddy,East,Bhubaneswar,48,Female,Social Media,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0472,131,6,113843.17,Rohan Sharma,South,Bengaluru,44,Male,Paid Ads,2,3,4,9,Loyal Customers,2,Loyal Customers
CUST0473,83,12,191210.80000000002,Manisha Chopra,South,Hyderabad,22,Female,Social Media,3,4,4,11,Champions,1,Champions
CUST0474,192,7,10877.72,Neha Kapoor,South,Bengaluru,42,Male,Email Campaign,2,3,1,6,Potential Loyalists,2,Loyal Customers
CUST0475,46,11,94796.65,Kiran Chopra,East,Bhubaneswar,20,Male,Email Campaign,3,4,3,10,Champions,1,Champions
CUST0476,79,8,34379.090000000004,Vikram Desai,West,Mumbai,50,Female,Organic Search,3,3,2,8,Loyal Customers,2,Loyal Customers
CUST0477,19,7,87946.70000000001,Meera Singh,South,Hyderabad,21,Female,Referral,4,3,3,10,Champions,2,Loyal Customers
CUST0478,26,11,95182.90000000001,Arjun Kapoor,South,Chennai,42,Male,Organic Search,4,4,3,11,Champions,1,Champions
CUST0479,58,14,120107.67,Vihaan Pillai,North,Delhi,37,Male,Email Campaign,3,4,4,11,Champions,1,Champions
CUST0480,61,12,230891.13,Vivaan Joshi,East,Guwahati,51,Female,Paid Ads,3,4,4,11,Champions,1,Champions
CUST0481,54,18,51244.08,Kiran Nair,South,Chennai,43,Male,Paid Ads,3,4,3,10,Champions,1,Champions
CUST0482,62,10,45854.87,Deepak Menon,East,Patna,22,Male,Organic Search,3,4,2,9,Loyal Customers,2,Loyal Customers
CUST0483,26,6,24775.49,Manish Reddy,South,Kochi,52,Female,Email Campaign,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0484,33,9,60980.68,Zara Menon,West,Surat,45,Female,Paid Ads,4,3,3,10,Champions,1,Champions
CUST0485,12,17,106473.84,Rohan Singh,West,Ahmedabad,46,Male,Email Campaign,4,4,4,12,Champions,1,Champions
CUST0486,64,12,126583.76,Manisha Rao,South,Chennai,26,Female,Paid Ads,3,4,4,11,Champions,1,Champions
CUST0487,38,10,112087.14,Krishna Kapoor,West,Mumbai,55,Female,Email Campaign,4,4,4,12,Champions,1,Champions
CUST0488,171,5,27249.61,Deepak Malhotra,South,Bengaluru,23,Female,Social Media,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0489,4,5,21645.54,Diya Chopra,West,Ahmedabad,36,Female,Email Campaign,4,2,2,8,Loyal Customers,2,Loyal Customers
CUST0490,3,4,71018.16,Swati Mukherjee,North,Lucknow,61,Male,Email Campaign,4,2,3,9,Loyal Customers,2,Loyal Customers
CUST0491,194,5,35043.81,Anil Sharma,North,Jaipur,28,Male,Organic Search,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0492,3,21,193697.51,Swati Menon,North,Jaipur,19,Male,Social Media,4,4,4,12,Champions,1,Champions
CUST0493,267,4,40653.97,Diya Pillai,East,Guwahati,64,Female,Referral,1,2,2,5,At Risk,2,Loyal Customers
CUST0494,102,5,117375.59,Kiran Bose,East,Patna,61,Male,Organic Search,3,2,4,9,Loyal Customers,2,Loyal Customers
CUST0495,98,10,90045.04,Vihaan Reddy,North,Chandigarh,61,Female,Referral,3,4,3,10,Champions,1,Champions
CUST0496,322,6,167376.05,Lakshmi Singh,East,Guwahati,26,Male,Paid Ads,1,3,4,8,Loyal Customers,2,Loyal Customers
CUST0497,137,6,31531.15,Naveen Patel,West,Ahmedabad,38,Male,Referral,2,3,2,7,Potential Loyalists,2,Loyal Customers
CUST0498,8,9,85638.0,Ramesh Malhotra,South,Bengaluru,41,Female,Email Campaign,4,3,3,10,Champions,1,Champions
CUST0499,65,11,73419.06999999999,Swati Patel,South,Hyderabad,51,Male,Referral,3,4,3,10,Champions,1,Champions
CUST0500,647,1,32959.47,Karthik Menon,South,Hyderabad,39,Male,Organic Search,1,1,2,4,At Risk,3,Potential Loyalists
CUST0501,139,5,86322.48,Suresh Sharma,North,Delhi,20,Female,Organic Search,2,2,3,7,Potential Loyalists,2,Loyal Customers
CUST0502,94,2,26474.44,Lakshmi Malhotra,East,Guwahati,29,Male,Referral,3,1,2,6,Potential Loyalists,0,At Risk
CUST0503,86,5,19941.54,Kiran Sharma,West,Mumbai,45,Female,Organic Search,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0504,196,6,63634.560000000005,Swati Kapoor,West,Surat,47,Female,Organic Search,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0505,179,3,12326.08,Rahul Kapoor,North,Jaipur,43,Male,Referral,2,2,1,5,At Risk,0,At Risk
CUST0506,90,3,36398.5,Ishaan Patel,West,Ahmedabad,38,Female,Social Media,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0507,78,5,84169.01999999999,Rohan Desai,West,Surat,45,Male,Social Media,3,2,3,8,Loyal Customers,2,Loyal Customers
CUST0508,225,1,3616.85,Deepak Patel,West,Ahmedabad,43,Male,Paid Ads,2,1,1,4,At Risk,0,At Risk
CUST0509,66,7,105273.05,Divya Desai,West,Ahmedabad,50,Male,Organic Search,3,3,4,10,Champions,2,Loyal Customers
CUST0510,21,13,75383.51000000001,Anil Menon,East,Guwahati,38,Male,Referral,4,4,3,11,Champions,1,Champions
CUST0511,175,4,25677.38,Manisha Verma,West,Ahmedabad,52,Female,Organic Search,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0512,134,1,4905.09,Reyansh Mukherjee,South,Hyderabad,51,Male,Email Campaign,2,1,1,4,At Risk,0,At Risk
CUST0514,335,3,20148.41,Manish Das,East,Patna,64,Female,Organic Search,1,2,2,5,At Risk,0,At Risk
CUST0515,100,8,57896.020000000004,Vikram Gupta,West,Ahmedabad,35,Female,Social Media,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0516,134,3,10939.19,Sai Sharma,East,Patna,28,Male,Referral,2,2,1,5,At Risk,0,At Risk
CUST0517,226,3,5306.19,Ramesh Menon,West,Pune,40,Male,Organic Search,2,2,1,5,At Risk,0,At Risk
CUST0518,612,2,4057.2799999999997,Karthik Mukherjee,South,Hyderabad,39,Female,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0519,173,4,101191.66,Rahul Das,North,Lucknow,34,Male,Paid Ads,2,2,3,7,Potential Loyalists,2,Loyal Customers
CUST0520,128,3,47696.5,Reyansh Das,West,Pune,22,Male,Social Media,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0521,576,1,4777.54,Zara Patel,West,Pune,61,Male,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0522,1,12,84013.89,Zara Singh,West,Ahmedabad,28,Male,Social Media,4,4,3,11,Champions,1,Champions
CUST0523,91,4,31295.69,Reyansh Sharma,West,Ahmedabad,47,Female,Organic Search,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0525,2,6,76698.17,Sanjay Joshi,North,Chandigarh,44,Male,Paid Ads,4,3,3,10,Champions,2,Loyal Customers
CUST0526,30,4,99632.25,Tara Das,South,Bengaluru,52,Male,Email Campaign,4,2,3,9,Loyal Customers,2,Loyal Customers
CUST0527,48,9,131240.86,Ramesh Bose,North,Jaipur,50,Female,Email Campaign,3,3,4,10,Champions,1,Champions
CUST0528,371,2,12308.14,Swati Joshi,West,Pune,37,Female,Email Campaign,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0529,56,2,5011.17,Saanvi Sharma,South,Chennai,33,Male,Paid Ads,3,1,1,5,At Risk,0,At Risk
CUST0530,193,2,34983.47,Kavya Joshi,South,Bengaluru,51,Female,Email Campaign,2,1,2,5,At Risk,0,At Risk
CUST0531,461,1,2056.58,Vivaan Das,South,Kochi,19,Female,Email Campaign,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0532,48,13,76542.37,Sanjay Rao,West,Mumbai,52,Female,Social Media,3,4,3,10,Champions,1,Champions
CUST0533,131,15,156087.68,Vihaan Sharma,East,Bhubaneswar,57,Female,Organic Search,2,4,4,10,Champions,1,Champions
CUST0534,518,2,80233.18000000001,Krishna Gupta,West,Surat,45,Male,Organic Search,1,1,3,5,At Risk,3,Potential Loyalists
CUST0535,25,13,274810.9,Aditya Kumar,North,Jaipur,64,Male,Social Media,4,4,4,12,Champions,1,Champions
CUST0536,349,1,2752.09,Rohan Joshi,North,Lucknow,56,Male,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0537,6,17,247402.61000000002,Sneha Sharma,West,Surat,23,Male,Social Media,4,4,4,12,Champions,1,Champions
CUST0538,228,1,48616.88,Suresh Mukherjee,West,Pune,26,Female,Organic Search,2,1,2,5,At Risk,0,At Risk
CUST0540,294,6,59473.35,Aarav Iyer,West,Surat,18,Male,Social Media,1,3,3,7,Potential Loyalists,2,Loyal Customers
CUST0541,181,4,13925.79,Vikram Singh,South,Hyderabad,25,Female,Paid Ads,2,2,1,5,At Risk,0,At Risk
CUST0542,204,3,14379.679999999998,Lakshmi Iyer,North,Lucknow,40,Female,Social Media,2,2,1,5,At Risk,0,At Risk
CUST0543,431,1,4963.07,Shreya Kapoor,South,Hyderabad,20,Male,Referral,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0544,52,4,25616.719999999998,Krishna Verma,West,Mumbai,21,Male,Social Media,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0545,19,2,29056.66,Divya Malhotra,North,Jaipur,42,Male,Organic Search,4,1,2,7,Potential Loyalists,2,Loyal Customers
CUST0546,596,1,3824.8,Pooja Malhotra,East,Kolkata,64,Female,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0547,3,14,133751.91,Priya Nair,South,Kochi,55,Male,Referral,4,4,4,12,Champions,1,Champions
CUST0549,261,3,12447.439999999999,Neha Bose,South,Bengaluru,38,Male,Email Campaign,1,2,1,4,At Risk,0,At Risk
CUST0550,218,5,60196.969999999994,Saanvi Gupta,North,Chandigarh,52,Male,Social Media,2,2,3,7,Potential Loyalists,2,Loyal Customers
CUST0551,243,1,8622.05,Rohan Gupta,North,Jaipur,63,Female,Referral,1,1,1,3,Lost / Dormant,0,At Risk
CUST0552,35,9,65421.5,Shreya Joshi,South,Hyderabad,31,Male,Referral,4,3,3,10,Champions,1,Champions
CUST0553,96,9,54034.83,Tara Nair,East,Bhubaneswar,53,Male,Paid Ads,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0554,201,2,7883.15,Ramesh Mukherjee,North,Delhi,29,Female,Organic Search,2,1,1,4,At Risk,0,At Risk
CUST0555,51,20,192511.15,Vivaan Sharma,North,Delhi,34,Female,Social Media,3,4,4,11,Champions,1,Champions
CUST0556,4,7,35247.61,Arjun Desai,North,Chandigarh,56,Male,Referral,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0557,203,3,63102.35,Ananya Kumar,East,Kolkata,26,Female,Paid Ads,2,2,3,7,Potential Loyalists,2,Loyal Customers
CUST0558,294,5,57279.84,Vivaan Iyer,East,Guwahati,52,Female,Email Campaign,1,2,3,6,Potential Loyalists,2,Loyal Customers
CUST0559,257,2,6187.099999999999,Suresh Pillai,West,Surat,30,Female,Referral,1,1,1,3,Lost / Dormant,0,At Risk
CUST0560,76,15,138219.77,Zara Reddy,South,Chennai,32,Male,Paid Ads,3,4,4,11,Champions,1,Champions
CUST0561,13,8,149301.77,Lakshmi Rao,East,Kolkata,35,Female,Organic Search,4,3,4,11,Champions,1,Champions
CUST0562,61,13,252816.14,Sanjay Patel,South,Chennai,50,Male,Organic Search,3,4,4,11,Champions,1,Champions
CUST0563,14,25,224977.46000000002,Sneha Pillai,West,Mumbai,23,Male,Referral,4,4,4,12,Champions,1,Champions
CUST0564,222,7,98153.79,Divya Desai,South,Bengaluru,44,Male,Referral,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0565,30,7,36608.94,Karthik Pillai,East,Patna,40,Male,Social Media,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0566,316,2,19635.82,Vikram Das,South,Chennai,44,Female,Paid Ads,1,1,2,4,At Risk,0,At Risk
CUST0567,40,10,44919.31,Rohan Malhotra,East,Guwahati,51,Male,Referral,4,4,2,10,Champions,2,Loyal Customers
CUST0569,54,10,58049.13,Riya Malhotra,East,Guwahati,55,Female,Social Media,3,4,3,10,Champions,1,Champions
CUST0570,166,3,16119.14,Ishaan Singh,East,Bhubaneswar,31,Male,Referral,2,2,1,5,At Risk,0,At Risk
CUST0572,522,1,2865.49,Anil Gupta,West,Mumbai,25,Male,Paid Ads,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0573,55,5,17916.02,Ishaan Menon,North,Lucknow,52,Male,Paid Ads,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0574,67,4,59861.51,Vihaan Chopra,West,Pune,36,Male,Organic Search,3,2,3,8,Loyal Customers,2,Loyal Customers
CUST0575,352,5,71125.13,Sneha Reddy,South,Bengaluru,47,Female,Referral,1,2,3,6,Potential Loyalists,2,Loyal Customers
CUST0576,70,2,5554.09,Ananya Rao,West,Ahmedabad,31,Male,Paid Ads,3,1,1,5,At Risk,0,At Risk
CUST0577,85,4,35544.240000000005,Saanvi Kumar,East,Guwahati,37,Male,Referral,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0578,66,6,75197.39,Kiran Patel,North,Chandigarh,42,Female,Referral,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0579,654,1,9954.04,Manisha Verma,South,Chennai,57,Female,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0581,59,5,111779.85,Anil Rao,South,Chennai,31,Female,Referral,3,2,4,9,Loyal Customers,2,Loyal Customers
CUST0582,18,3,21800.92,Diya Kumar,North,Lucknow,43,Male,Email Campaign,4,2,2,8,Loyal Customers,2,Loyal Customers
CUST0584,482,3,16199.66,Manish Singh,South,Kochi,40,Male,Paid Ads,1,2,1,4,At Risk,3,Potential Loyalists
CUST0586,86,2,7369.61,Reyansh Kumar,South,Hyderabad,36,Female,Paid Ads,3,1,1,5,At Risk,0,At Risk
CUST0587,562,1,30055.22,Riya Malhotra,South,Chennai,63,Male,Paid Ads,1,1,2,4,At Risk,3,Potential Loyalists
CUST0588,264,10,157360.09999999998,Vivaan Menon,South,Bengaluru,20,Female,Organic Search,1,4,4,9,Loyal Customers,1,Champions
CUST0589,60,15,175237.46,Aarav Joshi,South,Chennai,59,Male,Paid Ads,3,4,4,11,Champions,1,Champions
CUST0590,52,2,1803.95,Kiran Joshi,East,Patna,36,Female,Referral,3,1,1,5,At Risk,0,At Risk
CUST0591,30,25,347794.4,Deepak Menon,West,Mumbai,26,Female,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0592,258,2,6186.55,Swati Menon,East,Bhubaneswar,45,Female,Social Media,1,1,1,3,Lost / Dormant,0,At Risk
CUST0593,301,4,14777.32,Kiran Das,West,Mumbai,37,Male,Social Media,1,2,1,4,At Risk,0,At Risk
CUST0594,19,4,36787.08,Nisha Singh,South,Kochi,62,Female,Email Campaign,4,2,2,8,Loyal Customers,2,Loyal Customers
CUST0595,1,6,23558.309999999998,Divya Verma,North,Chandigarh,24,Male,Social Media,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0596,41,10,209709.81,Vikram Reddy,East,Patna,31,Female,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0597,449,2,43035.869999999995,Shreya Nair,North,Lucknow,26,Female,Social Media,1,1,2,4,At Risk,3,Potential Loyalists
CUST0598,198,2,48285.31,Zara Joshi,East,Patna,36,Female,Organic Search,2,1,2,5,At Risk,2,Loyal Customers
CUST0599,402,2,13482.32,Divya Desai,South,Kochi,64,Male,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0600,35,3,47893.28,Riya Chopra,East,Kolkata,31,Male,Referral,4,2,2,8,Loyal Customers,2,Loyal Customers
CUST0601,103,5,113133.56999999999,Sneha Patel,South,Hyderabad,55,Male,Organic Search,3,2,4,9,Loyal Customers,2,Loyal Customers
CUST0602,248,6,32906.2,Deepak Verma,East,Guwahati,53,Male,Email Campaign,1,3,2,6,Potential Loyalists,2,Loyal Customers
CUST0604,113,8,76148.78,Swati Das,South,Bengaluru,34,Female,Paid Ads,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0605,59,8,31165.58,Aarav Menon,West,Surat,47,Female,Paid Ads,3,3,2,8,Loyal Customers,2,Loyal Customers
CUST0606,12,16,85428.58,Swati Kumar,South,Chennai,26,Male,Paid Ads,4,4,3,11,Champions,1,Champions
CUST0607,177,3,7776.11,Anil Gupta,West,Mumbai,50,Female,Referral,2,2,1,5,At Risk,0,At Risk
CUST0608,6,6,15002.6,Divya Iyer,South,Hyderabad,42,Female,Referral,4,3,1,8,Loyal Customers,2,Loyal Customers
CUST0609,20,10,61886.14,Lakshmi Pillai,North,Chandigarh,31,Female,Referral,4,4,3,11,Champions,1,Champions
CUST0610,30,3,36848.48,Sanjay Rao,South,Kochi,28,Female,Organic Search,4,2,2,8,Loyal Customers,2,Loyal Customers
CUST0611,127,4,37330.490000000005,Sneha Pillai,North,Delhi,52,Male,Organic Search,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0612,9,26,275987.17,Tara Reddy,North,Lucknow,58,Female,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0613,155,3,8982.3,Riya Kumar,South,Bengaluru,31,Male,Social Media,2,2,1,5,At Risk,0,At Risk
CUST0614,109,7,54611.270000000004,Diya Bose,North,Chandigarh,47,Male,Paid Ads,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0615,566,3,38408.57,Vikram Joshi,West,Ahmedabad,58,Male,Email Campaign,1,2,2,5,At Risk,3,Potential Loyalists
CUST0617,67,12,196304.85,Suresh Reddy,South,Chennai,21,Female,Referral,3,4,4,11,Champions,1,Champions
CUST0618,229,3,16219.849999999999,Priya Rao,North,Jaipur,45,Female,Organic Search,2,2,1,5,At Risk,0,At Risk
CUST0619,258,2,6309.98,Krishna Mukherjee,South,Bengaluru,25,Female,Referral,1,1,1,3,Lost / Dormant,0,At Risk
CUST0620,112,2,33938.35,Anil Pillai,West,Surat,19,Male,Email Campaign,2,1,2,5,At Risk,2,Loyal Customers
CUST0621,102,8,27799.98,Meera Patel,South,Bengaluru,58,Male,Email Campaign,3,3,2,8,Loyal Customers,2,Loyal Customers
CUST0622,16,15,198144.58000000002,Deepak Kapoor,South,Bengaluru,63,Male,Organic Search,4,4,4,12,Champions,1,Champions
CUST0624,128,12,195042.13999999998,Priya Gupta,West,Ahmedabad,58,Male,Email Campaign,2,4,4,10,Champions,1,Champions
CUST0626,29,7,40375.19,Kavya Kapoor,East,Patna,46,Male,Paid Ads,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0627,59,7,61441.26,Reyansh Patel,North,Lucknow,47,Female,Referral,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0628,381,1,8869.48,Krishna Mukherjee,South,Bengaluru,29,Male,Organic Search,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0629,290,9,70059.26,Suresh Mukherjee,North,Delhi,52,Female,Email Campaign,1,3,3,7,Potential Loyalists,2,Loyal Customers
CUST0630,119,9,52773.73,Neha Desai,North,Chandigarh,28,Female,Organic Search,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0631,88,13,71192.63,Nisha Iyer,North,Delhi,63,Male,Paid Ads,3,4,3,10,Champions,1,Champions
CUST0632,156,3,31483.4,Saanvi Kumar,South,Chennai,38,Male,Email Campaign,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0634,296,2,4379.29,Kavya Iyer,North,Chandigarh,22,Male,Social Media,1,1,1,3,Lost / Dormant,0,At Risk
CUST0635,134,3,67778.33,Sneha Iyer,South,Chennai,37,Female,Referral,2,2,3,7,Potential Loyalists,2,Loyal Customers
CUST0636,84,7,44875.490000000005,Lakshmi Menon,West,Ahmedabad,54,Male,Referral,3,3,2,8,Loyal Customers,2,Loyal Customers
CUST0637,37,13,84759.85,Swati Pillai,North,Jaipur,20,Male,Social Media,4,4,3,11,Champions,1,Champions
CUST0638,23,8,38451.98,Nisha Kapoor,East,Kolkata,61,Male,Paid Ads,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0639,29,16,301892.04,Vihaan Chopra,West,Pune,50,Female,Email Campaign,4,4,4,12,Champions,1,Champions
CUST0640,17,10,180143.68,Saanvi Sharma,North,Chandigarh,26,Female,Referral,4,4,4,12,Champions,1,Champions
CUST0641,10,3,7969.16,Priya Chopra,West,Ahmedabad,26,Female,Social Media,4,2,1,7,Potential Loyalists,0,At Risk
CUST0642,167,2,87416.18000000001,Vivaan Iyer,West,Surat,21,Male,Social Media,2,1,3,6,Potential Loyalists,2,Loyal Customers
CUST0643,28,11,41714.03,Sneha Chopra,West,Mumbai,52,Female,Paid Ads,4,4,2,10,Champions,1,Champions
CUST0644,85,2,10229.130000000001,Isha Mukherjee,West,Mumbai,34,Female,Paid Ads,3,1,1,5,At Risk,0,At Risk
CUST0646,124,5,50998.29,Nisha Malhotra,West,Mumbai,41,Female,Referral,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0647,62,16,194124.53999999998,Ramesh Das,North,Jaipur,49,Male,Organic Search,3,4,4,11,Champions,1,Champions
CUST0649,22,10,224460.04,Priya Pillai,South,Kochi,25,Female,Email Campaign,4,4,4,12,Champions,1,Champions
CUST0650,41,14,91385.16,Rohan Gupta,West,Mumbai,62,Male,Email Campaign,4,4,3,11,Champions,1,Champions
CUST0651,182,9,44108.22,Zara Reddy,South,Kochi,40,Male,Paid Ads,2,3,2,7,Potential Loyalists,2,Loyal Customers
CUST0653,10,3,8346.77,Aditya Chopra,West,Pune,57,Male,Email Campaign,4,2,1,7,Potential Loyalists,0,At Risk
CUST0654,44,5,63000.83,Kavya Mukherjee,East,Patna,29,Female,Email Campaign,4,2,3,9,Loyal Customers,2,Loyal Customers
CUST0655,112,7,29030.989999999998,Vihaan Mukherjee,South,Kochi,29,Female,Social Media,2,3,2,7,Potential Loyalists,2,Loyal Customers
CUST0656,32,17,178052.85,Lakshmi Bose,West,Mumbai,63,Female,Email Campaign,4,4,4,12,Champions,1,Champions
CUST0657,137,6,33608.5,Aarav Malhotra,North,Lucknow,64,Male,Email Campaign,2,3,2,7,Potential Loyalists,2,Loyal Customers
CUST0658,315,2,56032.11,Meera Patel,East,Patna,32,Female,Email Campaign,1,1,3,5,At Risk,2,Loyal Customers
CUST0659,77,2,35000.34,Meera Das,South,Bengaluru,58,Male,Organic Search,3,1,2,6,Potential Loyalists,2,Loyal Customers
CUST0660,51,10,72208.68000000001,Vikram Nair,South,Chennai,36,Male,Social Media,3,4,3,10,Champions,1,Champions
CUST0661,446,1,57219.01,Diya Reddy,West,Mumbai,43,Male,Paid Ads,1,1,3,5,At Risk,3,Potential Loyalists
CUST0662,288,1,3709.6,Lakshmi Menon,East,Bhubaneswar,46,Female,Organic Search,1,1,1,3,Lost / Dormant,0,At Risk
CUST0663,72,6,68179.51000000001,Sai Gupta,East,Guwahati,39,Male,Referral,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0664,173,1,2552.72,Vikram Menon,East,Kolkata,57,Female,Social Media,2,1,1,4,At Risk,0,At Risk
CUST0665,508,1,1338.35,Isha Verma,East,Guwahati,38,Female,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0666,154,3,15811.79,Anil Gupta,North,Lucknow,55,Female,Referral,2,2,1,5,At Risk,0,At Risk
CUST0667,151,1,14016.99,Vihaan Singh,East,Guwahati,37,Female,Referral,2,1,1,4,At Risk,0,At Risk
CUST0669,114,4,23243.489999999998,Rohan Menon,South,Kochi,21,Female,Paid Ads,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0670,144,11,123364.89,Sneha Patel,North,Lucknow,24,Male,Email Campaign,2,4,4,10,Champions,1,Champions
CUST0671,306,1,2832.44,Aditya Rao,South,Hyderabad,45,Female,Social Media,1,1,1,3,Lost / Dormant,0,At Risk
CUST0672,27,11,73822.44,Arjun Reddy,South,Hyderabad,45,Male,Email Campaign,4,4,3,11,Champions,1,Champions
CUST0673,232,2,8227.14,Suresh Das,East,Guwahati,21,Male,Email Campaign,2,1,1,4,At Risk,0,At Risk
CUST0674,90,8,84680.02,Ishaan Iyer,South,Bengaluru,39,Female,Referral,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0675,44,12,103658.51,Zara Das,North,Delhi,29,Male,Paid Ads,4,4,3,11,Champions,1,Champions
CUST0676,216,6,73507.06,Divya Mukherjee,East,Patna,62,Male,Organic Search,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0677,24,18,265872.95,Saanvi Das,West,Surat,20,Female,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0678,17,2,7781.700000000001,Vikram Iyer,East,Guwahati,39,Female,Email Campaign,4,1,1,6,Potential Loyalists,0,At Risk
CUST0680,60,20,182251.16,Manisha Chopra,East,Guwahati,19,Male,Referral,3,4,4,11,Champions,1,Champions
CUST0681,456,2,27483.510000000002,Anil Patel,East,Bhubaneswar,41,Female,Organic Search,1,1,2,4,At Risk,3,Potential Loyalists
CUST0682,393,2,21094.27,Vihaan Malhotra,North,Lucknow,51,Male,Referral,1,1,2,4,At Risk,3,Potential Loyalists
CUST0683,197,5,17530.74,Lakshmi Verma,East,Bhubaneswar,44,Female,Organic Search,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0684,128,13,72017.67,Ananya Patel,North,Lucknow,58,Female,Email Campaign,2,4,3,9,Loyal Customers,1,Champions
CUST0685,11,17,162171.6,Aditya Patel,North,Lucknow,18,Female,Organic Search,4,4,4,12,Champions,1,Champions
CUST0686,191,1,5939.44,Aditya Verma,West,Surat,25,Male,Organic Search,2,1,1,4,At Risk,0,At Risk
CUST0687,58,19,220576.69,Diya Kumar,South,Chennai,40,Male,Organic Search,3,4,4,11,Champions,1,Champions
CUST0690,190,7,158658.04,Ananya Verma,East,Guwahati,39,Male,Email Campaign,2,3,4,9,Loyal Customers,2,Loyal Customers
CUST0691,77,3,21968.19,Vikram Kapoor,West,Pune,42,Female,Organic Search,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0692,177,1,2743.63,Manisha Singh,West,Pune,35,Male,Social Media,2,1,1,4,At Risk,0,At Risk
CUST0693,33,10,150215.82,Arjun Bose,West,Surat,34,Female,Email Campaign,4,4,4,12,Champions,1,Champions
CUST0694,122,1,4268.09,Deepak Mukherjee,North,Lucknow,29,Male,Organic Search,2,1,1,4,At Risk,0,At Risk
CUST0695,150,2,5504.12,Sai Reddy,West,Mumbai,23,Female,Organic Search,2,1,1,4,At Risk,0,At Risk
CUST0696,58,4,27550.13,Isha Reddy,West,Surat,43,Female,Paid Ads,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0697,483,4,52531.03999999999,Isha Das,East,Patna,44,Male,Email Campaign,1,2,3,6,Potential Loyalists,3,Potential Loyalists
